,speciality,f_zip_code,count
4101,Cardiovascular Disease,62207,2.0
4102,Cardiovascular Disease,62208,38.0
4103,Cardiovascular Disease,62220,46.0
4104,Cardiovascular Disease,62226,142.0
4105,Cardiovascular Disease,62226.0,1.0
4106,Cardiovascular Disease,62233,3.0
4107,Cardiovascular Disease,6226,1.0
4108,Cardiovascular Disease,62269,28.0
4109,Cardiovascular Disease,62278,5.0
4110,Cardiovascular Disease,623,1.0
4111,Cardiovascular Disease,62301,123.0
4112,Cardiovascular Disease,62301.0,1.0
4113,Cardiovascular Disease,62305,13.0
4114,Cardiovascular Disease,62401,2.0
4115,Cardiovascular Disease,62442,6.0
4116,Cardiovascular Disease,62454,1.0
4117,Cardiovascular Disease,62513,1.0
4118,Cardiovascular Disease,62521,12.0
4119,Cardiovascular Disease,62521.0,2.0
4120,Cardiovascular Disease,62526,58.0
4121,Cardiovascular Disease,62526.0,2.0
4122,Cardiovascular Disease,62535,1.0
4123,Cardiovascular Disease,62549,3.0
4124,Cardiovascular Disease,62701,299.0
4125,Cardiovascular Disease,62701.0,25.0
4126,Cardiovascular Disease,62702,44.0
4127,Cardiovascular Disease,62703,6.0
4128,Cardiovascular Disease,62704,20.0
4129,Cardiovascular Disease,62769,1.0
4130,Cardiovascular Disease,62794,4.0
4131,Cardiovascular Disease,62812,7.0
4132,Cardiovascular Disease,62837,3.0
4133,Cardiovascular Disease,62864,29.0
4134,Cardiovascular Disease,62896,1.0
4135,Cardiovascular Disease,62901,76.0
4136,Cardiovascular Disease,62901.0,3.0
4137,Cardiovascular Disease,62930,1.0
4138,Cardiovascular Disease,62946,3.0
4139,Cardiovascular Disease,62959,29.0
4140,Cardiovascular Disease,62960,32.0
4141,Cardiovascular Disease,63005,3.0
4142,Cardiovascular Disease,63010,3.0
4143,Cardiovascular Disease,63017,363.0
4144,Cardiovascular Disease,63017.0,1.0
4145,Cardiovascular Disease,63019,35.0
4146,Cardiovascular Disease,63021,1.0
4147,Cardiovascular Disease,63026,5.0
4148,Cardiovascular Disease,63028,64.0
4149,Cardiovascular Disease,63028.0,1.0
4150,Cardiovascular Disease,63031,74.0
4151,Cardiovascular Disease,63033,19.0
4152,Cardiovascular Disease,63042,1.0
4153,Cardiovascular Disease,63044,11.0
4154,Cardiovascular Disease,63044.0,2.0
4155,Cardiovascular Disease,63090,53.0
4156,Cardiovascular Disease,63090.0,1.0
4157,Cardiovascular Disease,63103,3.0
4158,Cardiovascular Disease,63104,45.0
4159,Cardiovascular Disease,63105,21.0
4160,Cardiovascular Disease,63106,27.0
4161,Cardiovascular Disease,63106.0,2.0
4162,Cardiovascular Disease,63108,1.0
4163,Cardiovascular Disease,63109,8.0
4164,Cardiovascular Disease,63110,785.0
4165,Cardiovascular Disease,63110.0,4.0
4166,Cardiovascular Disease,63112,6.0
4167,Cardiovascular Disease,63114,1.0
4168,Cardiovascular Disease,63116,2.0
4169,Cardiovascular Disease,63117,24.0
4170,Cardiovascular Disease,63122,50.0
4171,Cardiovascular Disease,63123,67.0
4172,Cardiovascular Disease,63126,2.0
4173,Cardiovascular Disease,63127,22.0
4174,Cardiovascular Disease,63128,203.0
4175,Cardiovascular Disease,63128.0,3.0
4176,Cardiovascular Disease,63129,1.0
4177,Cardiovascular Disease,63131,178.0
4178,Cardiovascular Disease,63132,2.0
4179,Cardiovascular Disease,63136,194.0
4180,Cardiovascular Disease,63136.0,2.0
4181,Cardiovascular Disease,63139,5.0
4182,Cardiovascular Disease,63141,150.0
4183,Cardiovascular Disease,63150,6.0
4184,Cardiovascular Disease,63156,2.0
4185,Cardiovascular Disease,63195,4.0
4186,Cardiovascular Disease,6320,1.0
4187,Cardiovascular Disease,63301,22.0
4188,Cardiovascular Disease,63303,1.0
4189,Cardiovascular Disease,63304,1.0
4190,Cardiovascular Disease,63368,4.0
4191,Cardiovascular Disease,63376,12.0
4192,Cardiovascular Disease,63385,1.0
4193,Cardiovascular Disease,63401,48.0
4194,Cardiovascular Disease,63401.0,4.0
4195,Cardiovascular Disease,63501,12.0
4196,Cardiovascular Disease,6355,1.0
4197,Cardiovascular Disease,63555,1.0
4198,Cardiovascular Disease,6360,24.0
4199,Cardiovascular Disease,6360.0,1.0
4200,Cardiovascular Disease,63640,22.0
4201,Cardiovascular Disease,63664,2.0
4202,Cardiovascular Disease,63670,19.0
4203,Cardiovascular Disease,63701,4.0
4204,Cardiovascular Disease,63703,124.0
4205,Cardiovascular Disease,6385,3.0
4206,Cardiovascular Disease,6385.0,13.0
4207,Cardiovascular Disease,63901,53.0
4208,Cardiovascular Disease,63902,1.0
4209,Cardiovascular Disease,64012,3.0
4210,Cardiovascular Disease,64014,31.0
4211,Cardiovascular Disease,64014.0,13.0
4212,Cardiovascular Disease,64030,2.0
4213,Cardiovascular Disease,6405,2.0
4214,Cardiovascular Disease,6405.0,1.0
4215,Cardiovascular Disease,64050,1.0
4216,Cardiovascular Disease,64057,101.0
4217,Cardiovascular Disease,64057.0,10.0
4218,Cardiovascular Disease,64063,7.0
4219,Cardiovascular Disease,64064,34.0
4220,Cardiovascular Disease,64067,9.0
4221,Cardiovascular Disease,64068,51.0
4222,Cardiovascular Disease,64086,6.0
4223,Cardiovascular Disease,64086.0,1.0
4224,Cardiovascular Disease,6410,1.0
4225,Cardiovascular Disease,64108,19.0
4226,Cardiovascular Disease,64111,87.0
4227,Cardiovascular Disease,64111.0,9.0
4228,Cardiovascular Disease,64112,2.0
4229,Cardiovascular Disease,64114,20.0
4230,Cardiovascular Disease,64116,19.0
4231,Cardiovascular Disease,64128,5.0
4232,Cardiovascular Disease,64131,1.0
4233,Cardiovascular Disease,64132,52.0
4234,Cardiovascular Disease,64132.0,12.0
4235,Cardiovascular Disease,64137,2.0
4236,Cardiovascular Disease,64151,9.0
4237,Cardiovascular Disease,64154,1.0
4238,Cardiovascular Disease,64155,1.0
4239,Cardiovascular Disease,6418,9.0
4240,Cardiovascular Disease,64184,16.0
4241,Cardiovascular Disease,64187,2.0
4242,Cardiovascular Disease,64506,7.0
4243,Cardiovascular Disease,64507,105.0
4244,Cardiovascular Disease,64507.0,6.0
4245,Cardiovascular Disease,6451,2.0
4246,Cardiovascular Disease,6457,44.0
4247,Cardiovascular Disease,6460,10.0
4248,Cardiovascular Disease,64683,13.0
4249,Cardiovascular Disease,64701,2.0
4250,Cardiovascular Disease,6473,3.0
4251,Cardiovascular Disease,64759,6.0
4252,Cardiovascular Disease,64759.0,10.0
4253,Cardiovascular Disease,6477,23.0
4254,Cardiovascular Disease,64803,5.0
4255,Cardiovascular Disease,64804,261.0
4256,Cardiovascular Disease,64804.0,34.0
4257,Cardiovascular Disease,6484,9.0
4258,Cardiovascular Disease,6488,6.0
4259,Cardiovascular Disease,6489,2.0
4260,Cardiovascular Disease,6492,11.0
4261,Cardiovascular Disease,6492.0,3.0
4262,Cardiovascular Disease,65065,48.0
4263,Cardiovascular Disease,65065.0,5.0
4264,Cardiovascular Disease,6510,7.0
4265,Cardiovascular Disease,65101,5.0
4266,Cardiovascular Disease,65109,74.0
4267,Cardiovascular Disease,6511,29.0
4268,Cardiovascular Disease,6512,5.0
4269,Cardiovascular Disease,6514,2.0
4270,Cardiovascular Disease,6516,7.0
4271,Cardiovascular Disease,6517,10.0
4272,Cardiovascular Disease,6517.0,1.0
4273,Cardiovascular Disease,6518,22.0
4274,Cardiovascular Disease,6519,15.0
4275,Cardiovascular Disease,65201,301.0
4276,Cardiovascular Disease,65201.0,12.0
4277,Cardiovascular Disease,65205,9.0
4278,Cardiovascular Disease,65212,78.0
4279,Cardiovascular Disease,65212.0,2.0
4280,Cardiovascular Disease,65265,5.0
4281,Cardiovascular Disease,65270,19.0
4282,Cardiovascular Disease,65301,19.0
4283,Cardiovascular Disease,65355,1.0
4284,Cardiovascular Disease,65401,31.0
4285,Cardiovascular Disease,65402,1.0
4286,Cardiovascular Disease,65588,1.0
4287,Cardiovascular Disease,65613,26.0
4288,Cardiovascular Disease,65616,36.0
4289,Cardiovascular Disease,65616.0,1.0
4290,Cardiovascular Disease,65711,2.0
4291,Cardiovascular Disease,65775,3.0
4292,Cardiovascular Disease,65801,10.0
4293,Cardiovascular Disease,65802,5.0
4294,Cardiovascular Disease,65804,362.0
4295,Cardiovascular Disease,65804.0,28.0
4296,Cardiovascular Disease,65807,128.0
4297,Cardiovascular Disease,65807.0,3.0
4298,Cardiovascular Disease,65808,18.0
4299,Cardiovascular Disease,65809,2.0
4300,Cardiovascular Disease,65810,3.0
4301,Cardiovascular Disease,66002,9.0
4302,Cardiovascular Disease,66044,14.0
4303,Cardiovascular Disease,66044.0,9.0
4304,Cardiovascular Disease,6606,15.0
4305,Cardiovascular Disease,6606.0,1.0
4306,Cardiovascular Disease,66061,21.0
4307,Cardiovascular Disease,66062,1.0
4308,Cardiovascular Disease,6610,22.0
4309,Cardiovascular Disease,66102,4.0
4310,Cardiovascular Disease,66103,66.0
4311,Cardiovascular Disease,6611,65.0
4312,Cardiovascular Disease,66112,39.0
4313,Cardiovascular Disease,66160,35.0
4314,Cardiovascular Disease,66160.0,2.0
4315,Cardiovascular Disease,66161,7.0
4316,Cardiovascular Disease,66198,1.0
4317,Cardiovascular Disease,66204,86.0
4318,Cardiovascular Disease,66204.0,2.0
4319,Cardiovascular Disease,66206,1.0
4320,Cardiovascular Disease,66207,2.0
4321,Cardiovascular Disease,66209,140.0
4322,Cardiovascular Disease,66209.0,2.0
4323,Cardiovascular Disease,66210,3.0
4324,Cardiovascular Disease,66211,21.0
4325,Cardiovascular Disease,66213,51.0
4326,Cardiovascular Disease,66215,67.0
4327,Cardiovascular Disease,66215.0,2.0
4328,Cardiovascular Disease,66439,1.0
4329,Cardiovascular Disease,66502,25.0
4330,Cardiovascular Disease,66502.0,2.0
4331,Cardiovascular Disease,66503,8.0
4332,Cardiovascular Disease,66606,59.0
4333,Cardiovascular Disease,66606.0,1.0
4334,Cardiovascular Disease,66743,2.0
4335,Cardiovascular Disease,66762,16.0
4336,Cardiovascular Disease,66801,4.0
4337,Cardiovascular Disease,66801.0,2.0
4338,Cardiovascular Disease,66846,2.0
4339,Cardiovascular Disease,67002,1.0
4340,Cardiovascular Disease,6702,14.0
4341,Cardiovascular Disease,6706,2.0
4342,Cardiovascular Disease,6708,4.0
4343,Cardiovascular Disease,67114,6.0
4344,Cardiovascular Disease,67114.0,6.0
4345,Cardiovascular Disease,67201,23.0
4346,Cardiovascular Disease,67208,4.0
4347,Cardiovascular Disease,67211,18.0
4348,Cardiovascular Disease,67214,174.0
4349,Cardiovascular Disease,67214.0,5.0
4350,Cardiovascular Disease,67218,53.0
4351,Cardiovascular Disease,67218.0,1.0
4352,Cardiovascular Disease,67220,158.0
4353,Cardiovascular Disease,67220.0,4.0
4354,Cardiovascular Disease,67226,119.0
4355,Cardiovascular Disease,67226.0,9.0
4356,Cardiovascular Disease,674,4.0
4357,Cardiovascular Disease,674.0,4.0
4358,Cardiovascular Disease,67401,52.0
4359,Cardiovascular Disease,67402,2.0
4360,Cardiovascular Disease,67501,4.0
4361,Cardiovascular Disease,67502,47.0
4362,Cardiovascular Disease,67502.0,12.0
4363,Cardiovascular Disease,67601,37.0
4364,Cardiovascular Disease,6762,6.0
4365,Cardiovascular Disease,67801,6.0
4366,Cardiovascular Disease,67846,4.0
4367,Cardiovascular Disease,6790,19.0
4368,Cardiovascular Disease,680,15.0
4369,Cardiovascular Disease,68025,7.0
4370,Cardiovascular Disease,68046,9.0
4371,Cardiovascular Disease,681,5.0
4372,Cardiovascular Disease,6810,30.0
4373,Cardiovascular Disease,68103,3.0
4374,Cardiovascular Disease,68105,6.0
4375,Cardiovascular Disease,68106,1.0
4376,Cardiovascular Disease,68112,1.0
4377,Cardiovascular Disease,68114,143.0
4378,Cardiovascular Disease,68122,223.0
4379,Cardiovascular Disease,68123,13.0
4380,Cardiovascular Disease,68124,80.0
4381,Cardiovascular Disease,68130,26.0
4382,Cardiovascular Disease,68130.0,1.0
4383,Cardiovascular Disease,68131,40.0
4384,Cardiovascular Disease,68144,1.0
4385,Cardiovascular Disease,68154,2.0
4386,Cardiovascular Disease,68164,2.0
4387,Cardiovascular Disease,68178,2.0
4388,Cardiovascular Disease,68198,82.0
4389,Cardiovascular Disease,68198.0,1.0
4390,Cardiovascular Disease,6824,17.0
4391,Cardiovascular Disease,6824.0,3.0
4392,Cardiovascular Disease,683,4.0
4393,Cardiovascular Disease,68467,1.0
4394,Cardiovascular Disease,68503,1.0
4395,Cardiovascular Disease,68506,151.0
4396,Cardiovascular Disease,68506.0,4.0
4397,Cardiovascular Disease,6851,20.0
4398,Cardiovascular Disease,68510,4.0
4399,Cardiovascular Disease,68516,1.0
4400,Cardiovascular Disease,68526,55.0
4401,Cardiovascular Disease,68601,9.0
4402,Cardiovascular Disease,68701,34.0
4403,Cardiovascular Disease,68756,2.0
4404,Cardiovascular Disease,6877,1.0
4405,Cardiovascular Disease,6880,1.0
4406,Cardiovascular Disease,68803,21.0
4407,Cardiovascular Disease,68845,1.0
4408,Cardiovascular Disease,68847,12.0
4409,Cardiovascular Disease,68848,3.0
4410,Cardiovascular Disease,68901,25.0
4411,Cardiovascular Disease,68978,1.0
4412,Cardiovascular Disease,6902,11.0
4413,Cardiovascular Disease,6905,22.0
4414,Cardiovascular Disease,69101,34.0
4415,Cardiovascular Disease,69101.0,1.0
4416,Cardiovascular Disease,69103,2.0
4417,Cardiovascular Disease,69162,1.0
4418,Cardiovascular Disease,69162.0,1.0
4419,Cardiovascular Disease,692,1.0
4420,Cardiovascular Disease,69337,1.0
4421,Cardiovascular Disease,69361,5.0
4422,Cardiovascular Disease,70002,30.0
4423,Cardiovascular Disease,70002.0,1.0
4424,Cardiovascular Disease,70005,7.0
4425,Cardiovascular Disease,70006,254.0
4426,Cardiovascular Disease,70006.0,12.0
4427,Cardiovascular Disease,70010,11.0
4428,Cardiovascular Disease,70011,7.0
4429,Cardiovascular Disease,7002,3.0
4430,Cardiovascular Disease,7003,12.0
4431,Cardiovascular Disease,7003.0,4.0
4432,Cardiovascular Disease,70043,8.0
4433,Cardiovascular Disease,70056,10.0
4434,Cardiovascular Disease,70056.0,2.0
4435,Cardiovascular Disease,7006,10.0
4436,Cardiovascular Disease,70065,20.0
4437,Cardiovascular Disease,70070,1.0
4438,Cardiovascular Disease,70072,189.0
4439,Cardiovascular Disease,70072.0,5.0
4440,Cardiovascular Disease,70112,148.0
4441,Cardiovascular Disease,70112.0,14.0
4442,Cardiovascular Disease,70114,1.0
4443,Cardiovascular Disease,70115,21.0
4444,Cardiovascular Disease,70115.0,1.0
4445,Cardiovascular Disease,70118,9.0
4446,Cardiovascular Disease,70118.0,8.0
4447,Cardiovascular Disease,70119,50.0
4448,Cardiovascular Disease,7012,1.0
4449,Cardiovascular Disease,7012.0,1.0
4450,Cardiovascular Disease,70121,238.0
4451,Cardiovascular Disease,70121.0,16.0
4452,Cardiovascular Disease,70123,9.0
4453,Cardiovascular Disease,7013,7.0
4454,Cardiovascular Disease,7013.0,1.0
4455,Cardiovascular Disease,70130,1.0
4456,Cardiovascular Disease,70131,1.0
4457,Cardiovascular Disease,70162,3.0
4458,Cardiovascular Disease,7018,7.0
4459,Cardiovascular Disease,7018.0,1.0
4460,Cardiovascular Disease,7020,4.0
4461,Cardiovascular Disease,7020.0,1.0
4462,Cardiovascular Disease,7024,8.0
4463,Cardiovascular Disease,7028,5.0
4464,Cardiovascular Disease,7030.0,1.0
4465,Cardiovascular Disease,70301,101.0
4466,Cardiovascular Disease,7031,7.0
4467,Cardiovascular Disease,7031.0,3.0
4468,Cardiovascular Disease,7032,1.0
4469,Cardiovascular Disease,70345,5.0
4470,Cardiovascular Disease,7035,3.0
4471,Cardiovascular Disease,7036,5.0
4472,Cardiovascular Disease,70360,74.0
4473,Cardiovascular Disease,70360.0,14.0
4474,Cardiovascular Disease,70361,124.0
4475,Cardiovascular Disease,70363,9.0
4476,Cardiovascular Disease,70364,4.0
4477,Cardiovascular Disease,70380,25.0
4478,Cardiovascular Disease,7039,189.0
4479,Cardiovascular Disease,70394,24.0
4480,Cardiovascular Disease,7040,2.0
4481,Cardiovascular Disease,70403,140.0
4482,Cardiovascular Disease,70403.0,2.0
4483,Cardiovascular Disease,70404,1.0
4484,Cardiovascular Disease,7041,4.0
4485,Cardiovascular Disease,7041.0,6.0
4486,Cardiovascular Disease,70427,9.0
4487,Cardiovascular Disease,70427.0,1.0
4488,Cardiovascular Disease,70433,143.0
4489,Cardiovascular Disease,70433.0,15.0
4490,Cardiovascular Disease,7044,1.0
4491,Cardiovascular Disease,70445,25.0
4492,Cardiovascular Disease,70447,2.0
4493,Cardiovascular Disease,70448,1.0
4494,Cardiovascular Disease,70458,68.0
4495,Cardiovascular Disease,70458.0,4.0
4496,Cardiovascular Disease,70459,16.0
4497,Cardiovascular Disease,7046,16.0
4498,Cardiovascular Disease,70460,2.0
4499,Cardiovascular Disease,70461,22.0
4500,Cardiovascular Disease,70461.0,3.0
4501,Cardiovascular Disease,70469,1.0
4502,Cardiovascular Disease,7047,4.0
4503,Cardiovascular Disease,70470,2.0
4504,Cardiovascular Disease,7050,1.0
4505,Cardiovascular Disease,70503,95.0
4506,Cardiovascular Disease,70503.0,3.0
4507,Cardiovascular Disease,70505,7.0
4508,Cardiovascular Disease,70506,148.0
4509,Cardiovascular Disease,70506.0,5.0
4510,Cardiovascular Disease,70508,92.0
4511,Cardiovascular Disease,70508.0,1.0
4512,Cardiovascular Disease,70517,3.0
4513,Cardiovascular Disease,70518,13.0
4514,Cardiovascular Disease,7052,48.0
4515,Cardiovascular Disease,7052.0,6.0
4516,Cardiovascular Disease,70526,2.0
4517,Cardiovascular Disease,70538,3.0
4518,Cardiovascular Disease,7055,10.0
4519,Cardiovascular Disease,7055.0,1.0
4520,Cardiovascular Disease,70560,2.0
4521,Cardiovascular Disease,70563,28.0
4522,Cardiovascular Disease,70570,56.0
4523,Cardiovascular Disease,70570.0,1.0
4524,Cardiovascular Disease,70586,4.0
4525,Cardiovascular Disease,7059,1.0
4526,Cardiovascular Disease,70596,1.0
4527,Cardiovascular Disease,70598,1.0
4528,Cardiovascular Disease,7060,2.0
4529,Cardiovascular Disease,7060.0,6.0
4530,Cardiovascular Disease,70601,161.0
4531,Cardiovascular Disease,70601.0,4.0
4532,Cardiovascular Disease,70605,1.0
4533,Cardiovascular Disease,70634,2.0
4534,Cardiovascular Disease,7065,3.0
4535,Cardiovascular Disease,7066,9.0
4536,Cardiovascular Disease,7066.0,2.0
4537,Cardiovascular Disease,7069,11.0
4538,Cardiovascular Disease,7071,3.0
4539,Cardiovascular Disease,70714,25.0
4540,Cardiovascular Disease,70726,4.0
4541,Cardiovascular Disease,70737,12.0
4542,Cardiovascular Disease,70767,2.0
4543,Cardiovascular Disease,7078,1.0
4544,Cardiovascular Disease,7078.0,6.0
4545,Cardiovascular Disease,70780,3.0
4546,Cardiovascular Disease,70785,10.0
4547,Cardiovascular Disease,70791,74.0
4548,Cardiovascular Disease,70791.0,4.0
4549,Cardiovascular Disease,7080,7.0
4550,Cardiovascular Disease,70802,1.0
4551,Cardiovascular Disease,70805,27.0
4552,Cardiovascular Disease,70806,19.0
4553,Cardiovascular Disease,70808,563.0
4554,Cardiovascular Disease,70808.0,47.0
4555,Cardiovascular Disease,70809,205.0
4556,Cardiovascular Disease,70809.0,3.0
4557,Cardiovascular Disease,7081,12.0
4558,Cardiovascular Disease,7081.0,1.0
4559,Cardiovascular Disease,70810,2.0
4560,Cardiovascular Disease,70816,5.0
4561,Cardiovascular Disease,7083,13.0
4562,Cardiovascular Disease,7083.0,1.0
4563,Cardiovascular Disease,7087,7.0
4564,Cardiovascular Disease,7087.0,4.0
4565,Cardiovascular Disease,7092,4.0
4566,Cardiovascular Disease,7093,18.0
4567,Cardiovascular Disease,7094,5.0
4568,Cardiovascular Disease,7102,44.0
4569,Cardiovascular Disease,7105,1.0
4570,Cardiovascular Disease,71055,1.0
4571,Cardiovascular Disease,7107,2.0
4572,Cardiovascular Disease,7109,26.0
4573,Cardiovascular Disease,7109.0,1.0
4574,Cardiovascular Disease,7110,1.0
4575,Cardiovascular Disease,7110.0,1.0
4576,Cardiovascular Disease,71101,26.0
4577,Cardiovascular Disease,71101.0,2.0
4578,Cardiovascular Disease,71103,420.0
4579,Cardiovascular Disease,71103.0,49.0
4580,Cardiovascular Disease,71104,4.0
4581,Cardiovascular Disease,71105,177.0
4582,Cardiovascular Disease,71105.0,1.0
4583,Cardiovascular Disease,7111,1.0
4584,Cardiovascular Disease,71111,43.0
4585,Cardiovascular Disease,71112,2.0
4586,Cardiovascular Disease,71115,56.0
4587,Cardiovascular Disease,71118,3.0
4588,Cardiovascular Disease,7112,81.0
4589,Cardiovascular Disease,7112.0,9.0
4590,Cardiovascular Disease,71130,4.0
4591,Cardiovascular Disease,71135,72.0
4592,Cardiovascular Disease,71201,26.0
4593,Cardiovascular Disease,71201.0,1.0
4594,Cardiovascular Disease,71203,16.0
4595,Cardiovascular Disease,71220,2.0
4596,Cardiovascular Disease,71270,41.0
4597,Cardiovascular Disease,71270.0,1.0
4598,Cardiovascular Disease,71291,56.0
4599,Cardiovascular Disease,71291.0,5.0
4600,Cardiovascular Disease,71294,1.0
4601,Cardiovascular Disease,71301,194.0
4602,Cardiovascular Disease,71301.0,3.0
4603,Cardiovascular Disease,71315,2.0
4604,Cardiovascular Disease,71360,1.0
4605,Cardiovascular Disease,71373,1.0
4606,Cardiovascular Disease,714,1.0
4607,Cardiovascular Disease,71446,19.0
4608,Cardiovascular Disease,71457,28.0
4609,Cardiovascular Disease,71463,4.0
4610,Cardiovascular Disease,71485,1.0
4611,Cardiovascular Disease,716,6.0
4612,Cardiovascular Disease,71602,1.0
4613,Cardiovascular Disease,71603,115.0
4614,Cardiovascular Disease,71603.0,4.0
4615,Cardiovascular Disease,717,10.0
4616,Cardiovascular Disease,71730,25.0
4617,Cardiovascular Disease,71742,1.0
4618,Cardiovascular Disease,71852,5.0
4619,Cardiovascular Disease,71901,30.0
4620,Cardiovascular Disease,71903,4.0
4621,Cardiovascular Disease,71909,2.0
4622,Cardiovascular Disease,71913,70.0
4623,Cardiovascular Disease,71913.0,2.0
4624,Cardiovascular Disease,72019,3.0
4625,Cardiovascular Disease,7202,28.0
4626,Cardiovascular Disease,7202.0,5.0
4627,Cardiovascular Disease,72023,2.0
4628,Cardiovascular Disease,7203,1.0
4629,Cardiovascular Disease,72034,49.0
4630,Cardiovascular Disease,72076,1.0
4631,Cardiovascular Disease,72112,6.0
4632,Cardiovascular Disease,72117,135.0
4633,Cardiovascular Disease,72117.0,2.0
4634,Cardiovascular Disease,72120,1.0
4635,Cardiovascular Disease,72143,39.0
4636,Cardiovascular Disease,72150,1.0
4637,Cardiovascular Disease,72160,1.0
4638,Cardiovascular Disease,72204,10.0
4639,Cardiovascular Disease,72205,405.0
4640,Cardiovascular Disease,72205.0,4.0
4641,Cardiovascular Disease,72211,87.0
4642,Cardiovascular Disease,72211.0,1.0
4643,Cardiovascular Disease,72223,1.0
4644,Cardiovascular Disease,72301,6.0
4645,Cardiovascular Disease,72401,253.0
4646,Cardiovascular Disease,72401.0,12.0
4647,Cardiovascular Disease,72403,6.0
4648,Cardiovascular Disease,725,39.0
4649,Cardiovascular Disease,72501,28.0
4650,Cardiovascular Disease,72521,3.0
4651,Cardiovascular Disease,726,4.0
4652,Cardiovascular Disease,72601,1.0
4653,Cardiovascular Disease,72653,10.0
4654,Cardiovascular Disease,727,2.0
4655,Cardiovascular Disease,72703,43.0
4656,Cardiovascular Disease,72703.0,6.0
4657,Cardiovascular Disease,72712,6.0
4658,Cardiovascular Disease,72714,5.0
4659,Cardiovascular Disease,72715,1.0
4660,Cardiovascular Disease,72758,155.0
4661,Cardiovascular Disease,72758.0,4.0
4662,Cardiovascular Disease,72764,6.0
4663,Cardiovascular Disease,72801,20.0
4664,Cardiovascular Disease,72801.0,9.0
4665,Cardiovascular Disease,72901,170.0
4666,Cardiovascular Disease,72901.0,11.0
4667,Cardiovascular Disease,72903,110.0
4668,Cardiovascular Disease,72903.0,3.0
4669,Cardiovascular Disease,72908,6.0
4670,Cardiovascular Disease,72913,13.0
4671,Cardiovascular Disease,72956,8.0
4672,Cardiovascular Disease,730,4.0
4673,Cardiovascular Disease,73008,3.0
4674,Cardiovascular Disease,73013,13.0
4675,Cardiovascular Disease,73013.0,1.0
4676,Cardiovascular Disease,73018,1.0
4677,Cardiovascular Disease,7302,29.0
4678,Cardiovascular Disease,7303,3.0
4679,Cardiovascular Disease,7304,2.0
4680,Cardiovascular Disease,7304.0,1.0
4681,Cardiovascular Disease,7305,4.0
4682,Cardiovascular Disease,7306,7.0
4683,Cardiovascular Disease,7307,7.0
4684,Cardiovascular Disease,73070,1.0
4685,Cardiovascular Disease,73071,21.0
4686,Cardiovascular Disease,73072,25.0
4687,Cardiovascular Disease,73099,3.0
4688,Cardiovascular Disease,73101,1.0
4689,Cardiovascular Disease,73102,99.0
4690,Cardiovascular Disease,73103,4.0
4691,Cardiovascular Disease,73104,164.0
4692,Cardiovascular Disease,73104.0,3.0
4693,Cardiovascular Disease,73109,23.0
4694,Cardiovascular Disease,73110,163.0
4695,Cardiovascular Disease,73112,258.0
4696,Cardiovascular Disease,73112.0,3.0
4697,Cardiovascular Disease,73117,4.0
4698,Cardiovascular Disease,73118,14.0
4699,Cardiovascular Disease,73119,1.0
4700,Cardiovascular Disease,73120,141.0
4701,Cardiovascular Disease,73120.0,2.0
4702,Cardiovascular Disease,73124,7.0
4703,Cardiovascular Disease,73126,11.0
4704,Cardiovascular Disease,73134,1.0
4705,Cardiovascular Disease,73135,17.0
4706,Cardiovascular Disease,73139,2.0
4707,Cardiovascular Disease,73142,4.0
4708,Cardiovascular Disease,73159,50.0
4709,Cardiovascular Disease,73160,1.0
4710,Cardiovascular Disease,73190,1.0
4711,Cardiovascular Disease,73196,9.0
4712,Cardiovascular Disease,73401,14.0
4713,Cardiovascular Disease,73505,47.0
4714,Cardiovascular Disease,73533,3.0
4715,Cardiovascular Disease,736,8.0
4716,Cardiovascular Disease,73644,6.0
4717,Cardiovascular Disease,73701,14.0
4718,Cardiovascular Disease,73703,15.0
4719,Cardiovascular Disease,738,9.0
4720,Cardiovascular Disease,74006,75.0
4721,Cardiovascular Disease,74006.0,6.0
4722,Cardiovascular Disease,7401,2.0
4723,Cardiovascular Disease,74012,1.0
4724,Cardiovascular Disease,74017,34.0
4725,Cardiovascular Disease,74018,4.0
4726,Cardiovascular Disease,74056,3.0
4727,Cardiovascular Disease,74066,3.0
4728,Cardiovascular Disease,74074,36.0
4729,Cardiovascular Disease,7410,9.0
4730,Cardiovascular Disease,7410.0,1.0
4731,Cardiovascular Disease,74104,428.0
4732,Cardiovascular Disease,74104.0,2.0
4733,Cardiovascular Disease,74105,10.0
4734,Cardiovascular Disease,74114,1.0
4735,Cardiovascular Disease,74115,6.0
4736,Cardiovascular Disease,74127,26.0
4737,Cardiovascular Disease,74133,72.0
4738,Cardiovascular Disease,74135,5.0
4739,Cardiovascular Disease,74136,243.0
4740,Cardiovascular Disease,74136.0,1.0
4741,Cardiovascular Disease,74137,1.0
4742,Cardiovascular Disease,74145,57.0
4743,Cardiovascular Disease,74145.0,3.0
4744,Cardiovascular Disease,7424,20.0
4745,Cardiovascular Disease,7430,2.0
4746,Cardiovascular Disease,74344,7.0
4747,Cardiovascular Disease,7436,10.0
4748,Cardiovascular Disease,74401,66.0
4749,Cardiovascular Disease,74401.0,2.0
4750,Cardiovascular Disease,74403,6.0
4751,Cardiovascular Disease,7444,1.0
4752,Cardiovascular Disease,74464,4.0
4753,Cardiovascular Disease,74467,12.0
4754,Cardiovascular Disease,745,3.0
