,speciality,Recipient_Zip_Code,median_payment
15654,Internal Medicine,698,53.02
15655,Internal Medicine,705,94.75
15656,Internal Medicine,714,11.25
15657,Internal Medicine,716,19.32
15658,Internal Medicine,717,19.5
15659,Internal Medicine,720,91.5
15660,Internal Medicine,725,20.3
15661,Internal Medicine,726,13.3
15662,Internal Medicine,727,18.11
15663,Internal Medicine,728,15.94
15664,Internal Medicine,730,15.68
15665,Internal Medicine,731,11.6
15666,Internal Medicine,732,47.655
15667,Internal Medicine,735,124.98
15668,Internal Medicine,736,13.75
15669,Internal Medicine,737,11.71
15670,Internal Medicine,738,19.295
15671,Internal Medicine,739,17.5
15672,Internal Medicine,745,15.055
15673,Internal Medicine,751,23.74
15674,Internal Medicine,754,19.795
15675,Internal Medicine,757,15.83
15676,Internal Medicine,766,24.27
15677,Internal Medicine,767,89.88
15678,Internal Medicine,771,247.725
15679,Internal Medicine,773,20.0
15680,Internal Medicine,777,45.415
15681,Internal Medicine,778,33.12
15682,Internal Medicine,780,37.445
15683,Internal Medicine,783,16.71
15684,Internal Medicine,784,21.205
15685,Internal Medicine,785,16.265
15686,Internal Medicine,791,54.52
15687,Internal Medicine,792,21.45
15688,Internal Medicine,794,92.31
15689,Internal Medicine,795,50.235
15690,Internal Medicine,901,14.86
15691,Internal Medicine,907,17.92
15692,Internal Medicine,909,22.26
15693,Internal Medicine,910,18.995
15694,Internal Medicine,911,14.115
15695,Internal Medicine,913,18.0
15696,Internal Medicine,917,19.155
15697,Internal Medicine,918,18.285
15698,Internal Medicine,919,13.67
15699,Internal Medicine,920,19.48
15700,Internal Medicine,921,18.88
15701,Internal Medicine,922,10.0
15702,Internal Medicine,923,20.69
15703,Internal Medicine,924,24.88
15704,Internal Medicine,925,20.56
15705,Internal Medicine,926,24.88
15706,Internal Medicine,927,18.0
15707,Internal Medicine,928,14.82
15708,Internal Medicine,929,25.0
15709,Internal Medicine,935,19.99
15710,Internal Medicine,936,18.19
15711,Internal Medicine,952,20.0
15712,Internal Medicine,953,46.625
15713,Internal Medicine,956,67.43
15714,Internal Medicine,957,17.12
15715,Internal Medicine,958,110.86
15716,Internal Medicine,959,25.0
15717,Internal Medicine,960,25.0
15718,Internal Medicine,961,20.0
15719,Internal Medicine,965,100.0
15720,Internal Medicine,966,24.34
15721,Internal Medicine,968,19.175
15722,Internal Medicine,969,53.25
15723,Internal Medicine,971,18.0
15724,Internal Medicine,976,51.74
15725,Internal Medicine,982,25.0
15726,Internal Medicine,983,25.0
15727,Internal Medicine,984,110.15
15728,Internal Medicine,987,18.625
15729,Internal Medicine,988.0,99.98
15730,Internal Medicine,1001,17.4
15731,Internal Medicine,1002,8.705
15732,Internal Medicine,1003,16.36
15733,Internal Medicine,1007,15.77
15734,Internal Medicine,1020,11.39
15735,Internal Medicine,1028,13.595
15736,Internal Medicine,1040,13.31
15737,Internal Medicine,1053,11.055
15738,Internal Medicine,1056,10.24
15739,Internal Medicine,1060,11.14
15740,Internal Medicine,1061,11.22
15741,Internal Medicine,1062,12.315
15742,Internal Medicine,1075,62.825
15743,Internal Medicine,1077,11.695
15744,Internal Medicine,1082,16.5
15745,Internal Medicine,1085,13.38
15746,Internal Medicine,1089,16.075
15747,Internal Medicine,1093,14.45
15748,Internal Medicine,1103,10.43
15749,Internal Medicine,1104,11.64
15750,Internal Medicine,1106,12.01
15751,Internal Medicine,1107,11.59
15752,Internal Medicine,1109,13.3
15753,Internal Medicine,1151,14.12
15754,Internal Medicine,1199,12.66
15755,Internal Medicine,1201,11.875
15756,Internal Medicine,1226,12.82
15757,Internal Medicine,1230,20.98
15758,Internal Medicine,1238,12.825
15759,Internal Medicine,1240,13.82
15760,Internal Medicine,1247,14.87
15761,Internal Medicine,1254,10.3
15762,Internal Medicine,1301,12.38
15763,Internal Medicine,1331,16.99
15764,Internal Medicine,1364,11.46
15765,Internal Medicine,1373,10.93
15766,Internal Medicine,1376,12.64
15767,Internal Medicine,1420,17.88
15768,Internal Medicine,1431,16.165
15769,Internal Medicine,1432,655.8
15770,Internal Medicine,1440,20.435
15771,Internal Medicine,1450,14.34
15772,Internal Medicine,1451,20.53
15773,Internal Medicine,1453,14.91
15774,Internal Medicine,1501,14.01
15775,Internal Medicine,1504,13.87
15776,Internal Medicine,1507,10.84
15777,Internal Medicine,1516,12.12
15778,Internal Medicine,1520,17.13
15779,Internal Medicine,1523,14.92
15780,Internal Medicine,1532,14.37
15781,Internal Medicine,1543,18.71
15782,Internal Medicine,1545,20.08
15783,Internal Medicine,1550,102.01
15784,Internal Medicine,1562,101.51
15785,Internal Medicine,1570,16.36
15786,Internal Medicine,1581,19.11
15787,Internal Medicine,1602,14.8
15788,Internal Medicine,1604,13.32
15789,Internal Medicine,1605,15.01
15790,Internal Medicine,1608,15.36
15791,Internal Medicine,1609,11.67
15792,Internal Medicine,1655,14.29
15793,Internal Medicine,1701,17.26
15794,Internal Medicine,1702,14.57
15795,Internal Medicine,1730,16.86
15796,Internal Medicine,1742,12.42
15797,Internal Medicine,1746,16.12
15798,Internal Medicine,1748,10.29
15799,Internal Medicine,1749,12.67
15800,Internal Medicine,1752,17.35
15801,Internal Medicine,1754,22.8
15802,Internal Medicine,1756,13.45
15803,Internal Medicine,1757,14.81
15804,Internal Medicine,1760,13.81
15805,Internal Medicine,1772,15.36
15806,Internal Medicine,1773,13.81
15807,Internal Medicine,1776,112.61
15808,Internal Medicine,1801,14.1
15809,Internal Medicine,1805,12.28
15810,Internal Medicine,1821,20.41
15811,Internal Medicine,1824,14.93
15812,Internal Medicine,1826,15.14
15813,Internal Medicine,1830,12.95
15814,Internal Medicine,1841,11.8
15815,Internal Medicine,1844,10.12
15816,Internal Medicine,1845,15.555
15817,Internal Medicine,1852,12.82
15818,Internal Medicine,1854,12.98
15819,Internal Medicine,1862,18.42
15820,Internal Medicine,1863,17.715
15821,Internal Medicine,1864,19.5
15822,Internal Medicine,1867,13.5
15823,Internal Medicine,1876,15.085
15824,Internal Medicine,1887,15.03
15825,Internal Medicine,1890,17.84
15826,Internal Medicine,1904,15.11
15827,Internal Medicine,1906,18.4
15828,Internal Medicine,1907,16.21
15829,Internal Medicine,1915,11.49
15830,Internal Medicine,1921,10.86
15831,Internal Medicine,1923,14.785
15832,Internal Medicine,1930,15.235
15833,Internal Medicine,1950,9.34
15834,Internal Medicine,1952,14.07
15835,Internal Medicine,1960,12.57
15836,Internal Medicine,1970,12.375
15837,Internal Medicine,1985,13.91
15838,Internal Medicine,2019,14.015
15839,Internal Medicine,2026,12.57
15840,Internal Medicine,2035,14.53
15841,Internal Medicine,2038,12.21
15842,Internal Medicine,2043,12.86
15843,Internal Medicine,2048,15.42
15844,Internal Medicine,2053,15.62
15845,Internal Medicine,2056,13.63
15846,Internal Medicine,2059,10.17
15847,Internal Medicine,2061,10.8
15848,Internal Medicine,2062,15.29
15849,Internal Medicine,2066,12.33
15850,Internal Medicine,2067,15.25
15851,Internal Medicine,2072,13.33
15852,Internal Medicine,2081,12.98
15853,Internal Medicine,2108,14.885
15854,Internal Medicine,2111,18.49
15855,Internal Medicine,2113,13.7
15856,Internal Medicine,2114,155.91
15857,Internal Medicine,2115,33.27
15858,Internal Medicine,2116,20.4
15859,Internal Medicine,2118,16.21
15860,Internal Medicine,2120,124.16
15861,Internal Medicine,2124,13.025
15862,Internal Medicine,2126,19.36
15863,Internal Medicine,2127,11.05
15864,Internal Medicine,2128,12.94
15865,Internal Medicine,2130,14.43
15866,Internal Medicine,2131,6.0
15867,Internal Medicine,2132,12.74
15868,Internal Medicine,2134,3.725
15869,Internal Medicine,2135,15.76
15870,Internal Medicine,2136,15.94
15871,Internal Medicine,2138,16.0
15872,Internal Medicine,2139,14.41
15873,Internal Medicine,2141,1175.0
15874,Internal Medicine,2143,17.47
15875,Internal Medicine,2144.0,13.08
15876,Internal Medicine,2148,13.04
15877,Internal Medicine,2149,13.89
15878,Internal Medicine,2150,16.17
15879,Internal Medicine,2155,15.44
15880,Internal Medicine,2169,15.845
15881,Internal Medicine,2171,10.09
15882,Internal Medicine,2176,11.23
15883,Internal Medicine,2180,14.09
15884,Internal Medicine,2184,13.47
15885,Internal Medicine,2186,16.3
15886,Internal Medicine,2189,14.55
15887,Internal Medicine,2190,13.805
15888,Internal Medicine,2191,10.9
15889,Internal Medicine,2215,14.31
15890,Internal Medicine,2238,17.985
15891,Internal Medicine,2284,16.71
15892,Internal Medicine,2301,13.42
15893,Internal Medicine,2302,13.545
15894,Internal Medicine,2339,15.16
15895,Internal Medicine,2346,12.855
15896,Internal Medicine,2356,13.065
15897,Internal Medicine,2359,10.95
15898,Internal Medicine,2360,14.41
15899,Internal Medicine,2364,18.805
15900,Internal Medicine,2368,16.03
15901,Internal Medicine,2379,10.35
15902,Internal Medicine,2382,9.45
15903,Internal Medicine,2420,13.97
15904,Internal Medicine,2421,16.705
15905,Internal Medicine,2445,15.53
15906,Internal Medicine,2446,14.1
15907,Internal Medicine,2451,5050.325
15908,Internal Medicine,2453,16.22
15909,Internal Medicine,2458,15.2
15910,Internal Medicine,2459,11.01
15911,Internal Medicine,2460,22.92
15912,Internal Medicine,2462,16.45
15913,Internal Medicine,2465,17.83
15914,Internal Medicine,2466,16.6
15915,Internal Medicine,2467,14.465
15916,Internal Medicine,2472,15.685
15917,Internal Medicine,2474,14.31
15918,Internal Medicine,2478,12.53
15919,Internal Medicine,2481,14.61
15920,Internal Medicine,2492,14.44
15921,Internal Medicine,2493,15.13
15922,Internal Medicine,2494,19.96
15923,Internal Medicine,2532,14.395
15924,Internal Medicine,2537,22.87
15925,Internal Medicine,2540,14.7
15926,Internal Medicine,2563,20.47
15927,Internal Medicine,2571,12.22
15928,Internal Medicine,2601,12.18
15929,Internal Medicine,2631,12.56
15930,Internal Medicine,2632,13.32
15931,Internal Medicine,2638,21.16
15932,Internal Medicine,2644,14.485
15933,Internal Medicine,2645,10.66
15934,Internal Medicine,2649,20.32
15935,Internal Medicine,2651,17.83
15936,Internal Medicine,2655,13.56
15937,Internal Medicine,2657,17.71
15938,Internal Medicine,2660,14.035
15939,Internal Medicine,2664,15.51
15940,Internal Medicine,2666,20.09
15941,Internal Medicine,2673,16.31
15942,Internal Medicine,2675,11.69
15943,Internal Medicine,2703,12.28
15944,Internal Medicine,2719,13.8
15945,Internal Medicine,2720,13.77
15946,Internal Medicine,2721,12.32
15947,Internal Medicine,2723,13.025
15948,Internal Medicine,2724,18.235
15949,Internal Medicine,2726,14.38
15950,Internal Medicine,2740,13.865
15951,Internal Medicine,2747,12.84
15952,Internal Medicine,2760,43.33
15953,Internal Medicine,2762,43.33
15954,Internal Medicine,2769,19.095
15955,Internal Medicine,2771,13.98
15956,Internal Medicine,2777,11.5
15957,Internal Medicine,2780,12.71
15958,Internal Medicine,2806,9.42
15959,Internal Medicine,2809,14.455
15960,Internal Medicine,2813,24.14
15961,Internal Medicine,2818,13.87
15962,Internal Medicine,2828,3.73
15963,Internal Medicine,2832,14.54
15964,Internal Medicine,2840,14.43
15965,Internal Medicine,2842,10.56
15966,Internal Medicine,2852,4.56
15967,Internal Medicine,2857,17.5
15968,Internal Medicine,2860,10.5
15969,Internal Medicine,2861,10.99
15970,Internal Medicine,2863,14.99
15971,Internal Medicine,2864,11.55
15972,Internal Medicine,2865,11.4
15973,Internal Medicine,2871,15.14
15974,Internal Medicine,2876,7.47
15975,Internal Medicine,2879,18.06
15976,Internal Medicine,2882,14.8
15977,Internal Medicine,2885,11.7
15978,Internal Medicine,2886,4.465
15979,Internal Medicine,2888,15.475
15980,Internal Medicine,2891,17.4
15981,Internal Medicine,2892,26.92
15982,Internal Medicine,2895,10.925
15983,Internal Medicine,2896,10.76
15984,Internal Medicine,2901,14.93
15985,Internal Medicine,2903,12.83
15986,Internal Medicine,2904,11.975
15987,Internal Medicine,2905,7.15
15988,Internal Medicine,2906,11.88
15989,Internal Medicine,2907,6.36
15990,Internal Medicine,2908,16.04
15991,Internal Medicine,2910,13.62
15992,Internal Medicine,2911,18.42
15993,Internal Medicine,2914,10.9
15994,Internal Medicine,2915,10.79
15995,Internal Medicine,2916,13.485
15996,Internal Medicine,2917,17.92
15997,Internal Medicine,2919,4.905
15998,Internal Medicine,2920,6.28
15999,Internal Medicine,2921,10.72
16000,Internal Medicine,3031,12.61
16001,Internal Medicine,3038,12.38
16002,Internal Medicine,3053,11.745
16003,Internal Medicine,3055,13.145
16004,Internal Medicine,3060,13.86
16005,Internal Medicine,3062,2.815
16006,Internal Medicine,3063,21.0
16007,Internal Medicine,3076,17.11
16008,Internal Medicine,3077,13.91
16009,Internal Medicine,3079,24.0
16010,Internal Medicine,3087,11.985
16011,Internal Medicine,3102,19.515
16012,Internal Medicine,3103,12.47
16013,Internal Medicine,3109,4.075
16014,Internal Medicine,3110,11.965
16015,Internal Medicine,3235,16.84
16016,Internal Medicine,3246,16.84
16017,Internal Medicine,3257,13.76
16018,Internal Medicine,3264,6.88
16019,Internal Medicine,3301,23.64
16020,Internal Medicine,3458,10.06
16021,Internal Medicine,3576,15.185
16022,Internal Medicine,3584,15.76
16023,Internal Medicine,3743.0,11.84
16024,Internal Medicine,3756,15.52
16025,Internal Medicine,3801,16.24
16026,Internal Medicine,3818,16.935
16027,Internal Medicine,3833,12.3
16028,Internal Medicine,3860,22.16
16029,Internal Medicine,3867,11.09
16030,Internal Medicine,3870,56.065
16031,Internal Medicine,3894,11.07
16032,Internal Medicine,3904,25.15
16033,Internal Medicine,3909,15.765
16034,Internal Medicine,4005,13.66
16035,Internal Medicine,4009,12.86
16036,Internal Medicine,4011.0,21.84
16037,Internal Medicine,4032,11.965
16038,Internal Medicine,4043,10.62
16039,Internal Medicine,4046,12.57
16040,Internal Medicine,4064,12.42
16041,Internal Medicine,4073,12.11
16042,Internal Medicine,4074,15.23
16043,Internal Medicine,4084,12.86
16044,Internal Medicine,4086,11.36
16045,Internal Medicine,4092,11.6
16046,Internal Medicine,4102,13.67
16047,Internal Medicine,4103,13.8
16048,Internal Medicine,4105,13.73
16049,Internal Medicine,4210,11.12
16050,Internal Medicine,4240,12.375
16051,Internal Medicine,4276,11.08
16052,Internal Medicine,4289,15.87
16053,Internal Medicine,4330,13.17
16054,Internal Medicine,4401,190.485
16055,Internal Medicine,4412,13.075
16056,Internal Medicine,4416,119.15
16057,Internal Medicine,4424,11.16
16058,Internal Medicine,4469,13.39
16059,Internal Medicine,4530,17.54
16060,Internal Medicine,4543,11.61
16061,Internal Medicine,4605.0,13.77
16062,Internal Medicine,4619,13.06
16063,Internal Medicine,4654,13.15
16064,Internal Medicine,4730.0,15.0
16065,Internal Medicine,4736,14.44
16066,Internal Medicine,4743,13.16
16067,Internal Medicine,4756,23.46
16068,Internal Medicine,4769,15.01
16069,Internal Medicine,4901,13.52
16070,Internal Medicine,4962,11.5
16071,Internal Medicine,4963.0,18.48
16072,Internal Medicine,4989,12.06
16073,Internal Medicine,5401,26.62
16074,Internal Medicine,5403,12.835
16075,Internal Medicine,5405,13.425
16076,Internal Medicine,5701,15.42
16077,Internal Medicine,5753,20.25
16078,Internal Medicine,5855,12.63
16079,Internal Medicine,6001,13.91
16080,Internal Medicine,6002,14.27
16081,Internal Medicine,6010,13.03
16082,Internal Medicine,6026,11.82
16083,Internal Medicine,6029,17.84
16084,Internal Medicine,6030,20.485
16085,Internal Medicine,6032,14.835
16086,Internal Medicine,6033,11.51
16087,Internal Medicine,6035,17.07
16088,Internal Medicine,6037,15.84
16089,Internal Medicine,6040,15.0
16090,Internal Medicine,6042,14.8
16091,Internal Medicine,6051,14.55
16092,Internal Medicine,6052,14.27
16093,Internal Medicine,6053,15.475
16094,Internal Medicine,6062,12.93
16095,Internal Medicine,6066,13.155
16096,Internal Medicine,6067,29.465
16097,Internal Medicine,6071,13.445
16098,Internal Medicine,6073,15.435
16099,Internal Medicine,6074,14.57
16100,Internal Medicine,6076,97.04
16101,Internal Medicine,6078,12.985
16102,Internal Medicine,6082,11.19
16103,Internal Medicine,6084,13.29
16104,Internal Medicine,6088,12.54
16105,Internal Medicine,6095,13.165
16106,Internal Medicine,6096,10.21
16107,Internal Medicine,6098,12.99
16108,Internal Medicine,6102,11.43
16109,Internal Medicine,6103,350.55
16110,Internal Medicine,6105,13.04
16111,Internal Medicine,6106,13.77
16112,Internal Medicine,6107,13.03
16113,Internal Medicine,6108,13.7
16114,Internal Medicine,6109,13.48
16115,Internal Medicine,6110,16.44
16116,Internal Medicine,6111,12.88
16117,Internal Medicine,6112,13.79
16118,Internal Medicine,6117,16.325
16119,Internal Medicine,6150,15.095
16120,Internal Medicine,6226,13.12
16121,Internal Medicine,6231,11.16
16122,Internal Medicine,6238,96.96
16123,Internal Medicine,6241,17.6
16124,Internal Medicine,6250,13.95
16125,Internal Medicine,6258,53.5
16126,Internal Medicine,6260,15.66
16127,Internal Medicine,6268,14.265
16128,Internal Medicine,6280,95.78
16129,Internal Medicine,6320,11.825
16130,Internal Medicine,6340,10.705
16131,Internal Medicine,6355,11.2
16132,Internal Medicine,6360,13.32
16133,Internal Medicine,6374,14.165
16134,Internal Medicine,6385,17.48
16135,Internal Medicine,6401,8.01
16136,Internal Medicine,6405,13.35
16137,Internal Medicine,6410,14.845
16138,Internal Medicine,6413,16.29
16139,Internal Medicine,6415,16.51
16140,Internal Medicine,6416,13.13
16141,Internal Medicine,6418,19.69
16142,Internal Medicine,6437,17.69
16143,Internal Medicine,6443,15.585
16144,Internal Medicine,6450,14.455
16145,Internal Medicine,6451,13.365
16146,Internal Medicine,6457,9.52
16147,Internal Medicine,6460,14.83
16148,Internal Medicine,6461,11.635
16149,Internal Medicine,6467,13.485
16150,Internal Medicine,6468,16.72
16151,Internal Medicine,6470,11.8
16152,Internal Medicine,6473,12.9
16153,Internal Medicine,6477,13.575
16154,Internal Medicine,6478,13.51
16155,Internal Medicine,6479,17.955
16156,Internal Medicine,6484,82.92
16157,Internal Medicine,6488,96.03
16158,Internal Medicine,6489,13.395
16159,Internal Medicine,6492,15.725
16160,Internal Medicine,6498,12.06
16161,Internal Medicine,6510,13.66
16162,Internal Medicine,6511,13.895
16163,Internal Medicine,6512,12.63
16164,Internal Medicine,6514,14.675
16165,Internal Medicine,6515,13.87
16166,Internal Medicine,6516,13.705
16167,Internal Medicine,6517,15.47
16168,Internal Medicine,6518,13.75
16169,Internal Medicine,6519,23.34
16170,Internal Medicine,6520,291.02
16171,Internal Medicine,6525,12.76
16172,Internal Medicine,6605,13.87
16173,Internal Medicine,6606,14.655
16174,Internal Medicine,6608,48.0
16175,Internal Medicine,6610,15.36
16176,Internal Medicine,6611,14.52
16177,Internal Medicine,6612,5.93
16178,Internal Medicine,6614,20.415
16179,Internal Medicine,6615,12.81
16180,Internal Medicine,6702,11.0
16181,Internal Medicine,6705,14.945
16182,Internal Medicine,6706,14.13
16183,Internal Medicine,6708,13.19
16184,Internal Medicine,6710,12.05
16185,Internal Medicine,6712,10.53
16186,Internal Medicine,6716,13.36
16187,Internal Medicine,6749,13.78
16188,Internal Medicine,6762,12.77
16189,Internal Medicine,6770,19.73
16190,Internal Medicine,6776,12.84
16191,Internal Medicine,6778,13.39
16192,Internal Medicine,6786,14.36
16193,Internal Medicine,6787,15.33
16194,Internal Medicine,6790,14.16
16195,Internal Medicine,6795,13.24
16196,Internal Medicine,6798,11.49
16197,Internal Medicine,6804,14.64
16198,Internal Medicine,6807,21.9
16199,Internal Medicine,6810,13.32
16200,Internal Medicine,6811,11.075
16201,Internal Medicine,6812,15.895
16202,Internal Medicine,6820,13.27
16203,Internal Medicine,6824,14.23
16204,Internal Medicine,6825,19.74
16205,Internal Medicine,6830,15.515
16206,Internal Medicine,6831,12.89
16207,Internal Medicine,6840,19.39
16208,Internal Medicine,6850,14.52
16209,Internal Medicine,6851,14.06
16210,Internal Medicine,6855,17.39
16211,Internal Medicine,6870,21.34
16212,Internal Medicine,6877,12.7
16213,Internal Medicine,6878,96.05
16214,Internal Medicine,6880,16.21
16215,Internal Medicine,6890,16.3
16216,Internal Medicine,6897,13.8
16217,Internal Medicine,6902,12.43
16218,Internal Medicine,6903,8.905
16219,Internal Medicine,6905,14.8
16220,Internal Medicine,7001,15.1
16221,Internal Medicine,7002,14.255
16222,Internal Medicine,7003,14.92
16223,Internal Medicine,7004,13.72
16224,Internal Medicine,7006,17.255
16225,Internal Medicine,7008,15.94
16226,Internal Medicine,7009,15.675
16227,Internal Medicine,7010,14.285
16228,Internal Medicine,7011,15.81
16229,Internal Medicine,7012,13.695
16230,Internal Medicine,7013,14.26
16231,Internal Medicine,7016,12.51
16232,Internal Medicine,7017,15.45
16233,Internal Medicine,7018,46.33
16234,Internal Medicine,7023,13.69
16235,Internal Medicine,7024,15.53
16236,Internal Medicine,7026,17.46
16237,Internal Medicine,7027,11.23
16238,Internal Medicine,7028,42.98
16239,Internal Medicine,7029,13.76
16240,Internal Medicine,7030,17.77
16241,Internal Medicine,7031,15.6
16242,Internal Medicine,7032,13.34
16243,Internal Medicine,7033,57.465
16244,Internal Medicine,7034,17.02
16245,Internal Medicine,7035,63.885
16246,Internal Medicine,7036,15.265
16247,Internal Medicine,7039,13.49
16248,Internal Medicine,7040,19.15
16249,Internal Medicine,7041,12.335
16250,Internal Medicine,7042,13.32
16251,Internal Medicine,7045,12.04
16252,Internal Medicine,7047,21.205
16253,Internal Medicine,7050,13.25
16254,Internal Medicine,7052,14.29
16255,Internal Medicine,7054,13.88
16256,Internal Medicine,7055,13.18
16257,Internal Medicine,7057,48.66
16258,Internal Medicine,7059,10.66
16259,Internal Medicine,7060.0,15.79
16260,Internal Medicine,7063,18.97
16261,Internal Medicine,7065,12.62
16262,Internal Medicine,7066,13.51
16263,Internal Medicine,7067,15.63
16264,Internal Medicine,7069,22.38
16265,Internal Medicine,7070,15.2
16266,Internal Medicine,7071,17.07
16267,Internal Medicine,7073,11.31
16268,Internal Medicine,7075,12.5
16269,Internal Medicine,7076,12.22
16270,Internal Medicine,7078.0,19.93
16271,Internal Medicine,7079,13.28
16272,Internal Medicine,7080,16.67
16273,Internal Medicine,7081,53.635
16274,Internal Medicine,7082,17.595
16275,Internal Medicine,7083,14.22
16276,Internal Medicine,7086,18.69
16277,Internal Medicine,7087,15.0
16278,Internal Medicine,7088,20.06
16279,Internal Medicine,7090,10.3
16280,Internal Medicine,7092,20.56
16281,Internal Medicine,7093,14.69
16282,Internal Medicine,7094,8.16
16283,Internal Medicine,7095,14.0
16284,Internal Medicine,7102,15.39
16285,Internal Medicine,7103,16.67
16286,Internal Medicine,7104,11.81
16287,Internal Medicine,7105,15.595
16288,Internal Medicine,7106,14.455
16289,Internal Medicine,7107,14.195
16290,Internal Medicine,7109,17.04
16291,Internal Medicine,7110,12.145
16292,Internal Medicine,7111,17.515
16293,Internal Medicine,7112,14.27
16294,Internal Medicine,7114,13.7
16295,Internal Medicine,7201,13.84
16296,Internal Medicine,7202,14.63
16297,Internal Medicine,7203,97.46
16298,Internal Medicine,7204,16.01
16299,Internal Medicine,7205,9.1
16300,Internal Medicine,7206,98.43
16301,Internal Medicine,7207,14.635
16302,Internal Medicine,7208,15.0
16303,Internal Medicine,7302,17.545
16304,Internal Medicine,7304,15.67
16305,Internal Medicine,7305,15.95
16306,Internal Medicine,7306,15.73
16307,Internal Medicine,7307,15.445
16308,Internal Medicine,7310,10.28
16309,Internal Medicine,7401,16.0
16310,Internal Medicine,7405,18.33
16311,Internal Medicine,7410,14.535
16312,Internal Medicine,7416,14.94
16313,Internal Medicine,7417,69.25
16314,Internal Medicine,7419,13.72
16315,Internal Medicine,7420,17.59
16316,Internal Medicine,7423,10.0
16317,Internal Medicine,7424,12.99
16318,Internal Medicine,7430,15.53
16319,Internal Medicine,7436,121.67
16320,Internal Medicine,7442,14.725
16321,Internal Medicine,7444,16.95
16322,Internal Medicine,7446,12.38
16323,Internal Medicine,7450,15.21
16324,Internal Medicine,7456,15.0
16325,Internal Medicine,7458,87.06
16326,Internal Medicine,7461,15.29
16327,Internal Medicine,7462,6.68
16328,Internal Medicine,7463,13.895
16329,Internal Medicine,7470,14.495
16330,Internal Medicine,7480,14.18
16331,Internal Medicine,7481,24.6
16332,Internal Medicine,7501,13.76
16333,Internal Medicine,7502,102.05
16334,Internal Medicine,7503,15.0
16335,Internal Medicine,7504,18.665
16336,Internal Medicine,7505,95.885
16337,Internal Medicine,7506,14.77
16338,Internal Medicine,7508,16.295
16339,Internal Medicine,7512,13.935
16340,Internal Medicine,7514,16.25
16341,Internal Medicine,7601,13.72
16342,Internal Medicine,7604,13.91
16343,Internal Medicine,7605,19.825
16344,Internal Medicine,7607,91.56
16345,Internal Medicine,7621,13.34
16346,Internal Medicine,7624,11.12
16347,Internal Medicine,7626,14.54
16348,Internal Medicine,7628,10.91
16349,Internal Medicine,7630,17.71
16350,Internal Medicine,7631,14.07
16351,Internal Medicine,7632,15.43
16352,Internal Medicine,7640,15.225
16353,Internal Medicine,7643,14.24
16354,Internal Medicine,7644,85.91
16355,Internal Medicine,7645,105.71
16356,Internal Medicine,7647,4.49
16357,Internal Medicine,7649,12.36
16358,Internal Medicine,7650,18.55
16359,Internal Medicine,7652,12.715
16360,Internal Medicine,7656,45.065
16361,Internal Medicine,7657,24.31
16362,Internal Medicine,7662,16.72
16363,Internal Medicine,7663,15.665
16364,Internal Medicine,7666,16.37
16365,Internal Medicine,7670,23.515
16366,Internal Medicine,7675,113.865
16367,Internal Medicine,7677,81.985
16368,Internal Medicine,7701,13.91
16369,Internal Medicine,7704,14.96
16370,Internal Medicine,7712,11.79
16371,Internal Medicine,7716,14.18
16372,Internal Medicine,7719,10.67
16373,Internal Medicine,7722,16.68
16374,Internal Medicine,7723,16.725
16375,Internal Medicine,7724,14.63
16376,Internal Medicine,7726,12.86
16377,Internal Medicine,7727,14.405
16378,Internal Medicine,7728,13.91
16379,Internal Medicine,7730,12.84
16380,Internal Medicine,7731,12.84
16381,Internal Medicine,7733,12.92
16382,Internal Medicine,7738,13.425
16383,Internal Medicine,7739,42.735
16384,Internal Medicine,7740,13.17
16385,Internal Medicine,7746,15.36
16386,Internal Medicine,7747,14.49
16387,Internal Medicine,7748,13.38
16388,Internal Medicine,7751,13.81
16389,Internal Medicine,7753,13.16
16390,Internal Medicine,7755,11.73
16391,Internal Medicine,7756,18.61
16392,Internal Medicine,7762,17.0
16393,Internal Medicine,7764,13.755
16394,Internal Medicine,7801,14.89
16395,Internal Medicine,7803,15.0
16396,Internal Medicine,7822,12.6
16397,Internal Medicine,7825,17.73
16398,Internal Medicine,7826,5.975
16399,Internal Medicine,7828,17.91
16400,Internal Medicine,7832,18.36
16401,Internal Medicine,7834,15.0
16402,Internal Medicine,7836,6.68
16403,Internal Medicine,7840,13.145
16404,Internal Medicine,7844,18.25
16405,Internal Medicine,7849,8.305
16406,Internal Medicine,7850,19.475
16407,Internal Medicine,7860,12.28
16408,Internal Medicine,7866,11.775
16409,Internal Medicine,7869,14.43
16410,Internal Medicine,7871,14.08
16411,Internal Medicine,7876,11.64
16412,Internal Medicine,7882,74.0
16413,Internal Medicine,7901,15.0
16414,Internal Medicine,7902,16.71
16415,Internal Medicine,7920,20615.0
16416,Internal Medicine,7922,15.88
16417,Internal Medicine,7924,8.39
16418,Internal Medicine,7927,18.64
16419,Internal Medicine,7928,13.475
16420,Internal Medicine,7930,14.295
16421,Internal Medicine,7932,16.165
16422,Internal Medicine,7936,10.715
16423,Internal Medicine,7940,40.61
16424,Internal Medicine,7945,11.52
16425,Internal Medicine,7950,16.85
16426,Internal Medicine,7960,13.235
16427,Internal Medicine,7974,14.12
16428,Internal Medicine,8002,17.74
16429,Internal Medicine,8003,15.85
16430,Internal Medicine,8004,11.33
16431,Internal Medicine,8005,16.81
16432,Internal Medicine,8008,8.37
