,speciality,f_zip_code,median_payment
6220,Cardiovascular Disease,94115,16.79
6221,Cardiovascular Disease,94115.0,43.57
6222,Cardiovascular Disease,94116,19.21
6223,Cardiovascular Disease,94117,18.18
6224,Cardiovascular Disease,94117.0,11.15
6225,Cardiovascular Disease,94118,15.865
6226,Cardiovascular Disease,94121,45.45
6227,Cardiovascular Disease,94122,12.945
6228,Cardiovascular Disease,94133,127.09
6229,Cardiovascular Disease,94143,104.99
6230,Cardiovascular Disease,94143.0,89.41
6231,Cardiovascular Disease,94158,197.11
6232,Cardiovascular Disease,94160,13.65
6233,Cardiovascular Disease,94301,19.755
6234,Cardiovascular Disease,94301.0,37.09
6235,Cardiovascular Disease,94303,16.46
6236,Cardiovascular Disease,94303.0,96.395
6237,Cardiovascular Disease,94304,20.48
6238,Cardiovascular Disease,94304.0,47.44
6239,Cardiovascular Disease,94305,73.155
6240,Cardiovascular Disease,94305.0,70.545
6241,Cardiovascular Disease,94306,25.61
6242,Cardiovascular Disease,94401,17.72
6243,Cardiovascular Disease,94401.0,13.77
6244,Cardiovascular Disease,94403,59.33
6245,Cardiovascular Disease,94403.0,13.025
6246,Cardiovascular Disease,94501,99.78
6247,Cardiovascular Disease,94509,89.71
6248,Cardiovascular Disease,94509.0,118.91
6249,Cardiovascular Disease,94513,33.67
6250,Cardiovascular Disease,94513.0,19.53
6251,Cardiovascular Disease,94520,18.24
6252,Cardiovascular Disease,94520.0,98.58
6253,Cardiovascular Disease,94533,21.615
6254,Cardiovascular Disease,94533.0,32.84
6255,Cardiovascular Disease,94534,16.915
6256,Cardiovascular Disease,94535,12.83
6257,Cardiovascular Disease,94535.0,16.79
6258,Cardiovascular Disease,94536,22.42
6259,Cardiovascular Disease,94538,15.92
6260,Cardiovascular Disease,94538.0,228.435
6261,Cardiovascular Disease,94539,15.04
6262,Cardiovascular Disease,94541,55.395
6263,Cardiovascular Disease,94545,16.39
6264,Cardiovascular Disease,94546,15.01
6265,Cardiovascular Disease,94550,5.41
6266,Cardiovascular Disease,94558,97.495
6267,Cardiovascular Disease,94565,112.44
6268,Cardiovascular Disease,94565.0,101.005
6269,Cardiovascular Disease,94566,87.865
6270,Cardiovascular Disease,94568,29.82
6271,Cardiovascular Disease,94574,23.12
6272,Cardiovascular Disease,94578,18.6
6273,Cardiovascular Disease,94583,34.28
6274,Cardiovascular Disease,94583.0,18.845
6275,Cardiovascular Disease,94585,31.64
6276,Cardiovascular Disease,94587,31.64
6277,Cardiovascular Disease,94588,23.87
6278,Cardiovascular Disease,94589,24.0
6279,Cardiovascular Disease,94590,1.39
6280,Cardiovascular Disease,94591,88.16
6281,Cardiovascular Disease,94597,17.565
6282,Cardiovascular Disease,94598,19.63
6283,Cardiovascular Disease,94598.0,118.91
6284,Cardiovascular Disease,94601,15.11
6285,Cardiovascular Disease,94602,10.8
6286,Cardiovascular Disease,94609,17.45
6287,Cardiovascular Disease,94609.0,13.945
6288,Cardiovascular Disease,94610,2100.0
6289,Cardiovascular Disease,94612,35.065
6290,Cardiovascular Disease,94705,23.04
6291,Cardiovascular Disease,94708,23.545
6292,Cardiovascular Disease,94708.0,12.0
6293,Cardiovascular Disease,94806,16.65
6294,Cardiovascular Disease,94806.0,27.63
6295,Cardiovascular Disease,94903,15.26
6296,Cardiovascular Disease,94904,15.14
6297,Cardiovascular Disease,94939,12.2
6298,Cardiovascular Disease,94939.0,19.53
6299,Cardiovascular Disease,94945,18.62
6300,Cardiovascular Disease,94947,13.205
6301,Cardiovascular Disease,94954,15.56
6302,Cardiovascular Disease,94960,15.845
6303,Cardiovascular Disease,95003,16.71
6304,Cardiovascular Disease,95008,10.13
6305,Cardiovascular Disease,95019,73.51
6306,Cardiovascular Disease,95019.0,114.93
6307,Cardiovascular Disease,95020,18.12
6308,Cardiovascular Disease,95023,110.21
6309,Cardiovascular Disease,95032,17.15
6310,Cardiovascular Disease,95035,113.025
6311,Cardiovascular Disease,95037,14.0
6312,Cardiovascular Disease,95051,17.17
6313,Cardiovascular Disease,95051.0,129.84
6314,Cardiovascular Disease,95062,20.5
6315,Cardiovascular Disease,95062.0,18.68
6316,Cardiovascular Disease,95065,14.04
6317,Cardiovascular Disease,95065.0,25.75
6318,Cardiovascular Disease,95076,22.505
6319,Cardiovascular Disease,95076.0,15.63
6320,Cardiovascular Disease,95112,17.935
6321,Cardiovascular Disease,95112.0,147.96
6322,Cardiovascular Disease,95116,17.105
6323,Cardiovascular Disease,95116.0,125.93
6324,Cardiovascular Disease,95119,17.39
6325,Cardiovascular Disease,95122,16.525
6326,Cardiovascular Disease,95124,18.16
6327,Cardiovascular Disease,95124.0,158.66
6328,Cardiovascular Disease,95126,23.16
6329,Cardiovascular Disease,95126.0,147.96
6330,Cardiovascular Disease,95128,17.675
6331,Cardiovascular Disease,95128.0,15.94
6332,Cardiovascular Disease,95129,14.45
6333,Cardiovascular Disease,95138.0,147.96
6334,Cardiovascular Disease,95148,20.17
6335,Cardiovascular Disease,95202,69.95
6336,Cardiovascular Disease,95203,17.11
6337,Cardiovascular Disease,95203.0,23.05
6338,Cardiovascular Disease,95204,17.66
6339,Cardiovascular Disease,95204.0,16.455
6340,Cardiovascular Disease,95209,20.22
6341,Cardiovascular Disease,95210,16.73
6342,Cardiovascular Disease,95210.0,69.71
6343,Cardiovascular Disease,95231,25.075
6344,Cardiovascular Disease,95240,7.705
6345,Cardiovascular Disease,95242,12.715
6346,Cardiovascular Disease,95249,13.96
6347,Cardiovascular Disease,95267,10.43
6348,Cardiovascular Disease,95336,19.48
6349,Cardiovascular Disease,95336.0,55.925
6350,Cardiovascular Disease,95340,14.63
6351,Cardiovascular Disease,95340.0,33.01
6352,Cardiovascular Disease,95348,75.37
6353,Cardiovascular Disease,95350,13.2
6354,Cardiovascular Disease,95355,15.9
6355,Cardiovascular Disease,95355.0,17.145
6356,Cardiovascular Disease,95356,53.33
6357,Cardiovascular Disease,95356.0,8.79
6358,Cardiovascular Disease,95361,13.05
6359,Cardiovascular Disease,95370,10.515
6360,Cardiovascular Disease,95376,23.455
6361,Cardiovascular Disease,95376.0,16.0
6362,Cardiovascular Disease,95380,33.17
6363,Cardiovascular Disease,95382,16.015
6364,Cardiovascular Disease,95382.0,33.315
6365,Cardiovascular Disease,95403,17.4
6366,Cardiovascular Disease,95403.0,15.59
6367,Cardiovascular Disease,95404,13.86
6368,Cardiovascular Disease,95405,14.27
6369,Cardiovascular Disease,95405.0,22.09
6370,Cardiovascular Disease,95422,30.0
6371,Cardiovascular Disease,95437,10.32
6372,Cardiovascular Disease,95448,11.5
6373,Cardiovascular Disease,95448.0,62.46
6374,Cardiovascular Disease,95453,24.55
6375,Cardiovascular Disease,95453.0,7.0
6376,Cardiovascular Disease,95472,87.17
6377,Cardiovascular Disease,95476,17.72
6378,Cardiovascular Disease,95482,23.11
6379,Cardiovascular Disease,95501,48.4
6380,Cardiovascular Disease,95503,16.18
6381,Cardiovascular Disease,956,17.385
6382,Cardiovascular Disease,95602,18.12
6383,Cardiovascular Disease,95603,66.25
6384,Cardiovascular Disease,95603.0,79.55
6385,Cardiovascular Disease,95608,20.11
6386,Cardiovascular Disease,95616,14.8
6387,Cardiovascular Disease,95630,15.0
6388,Cardiovascular Disease,95630.0,15.0
6389,Cardiovascular Disease,95642,28.33
6390,Cardiovascular Disease,95642.0,79.15
6391,Cardiovascular Disease,95655,92.13
6392,Cardiovascular Disease,95661,14.85
6393,Cardiovascular Disease,95661.0,14.02
6394,Cardiovascular Disease,95667,13.98
6395,Cardiovascular Disease,95682,13.75
6396,Cardiovascular Disease,95688,9.29
6397,Cardiovascular Disease,95688.0,56.235
6398,Cardiovascular Disease,95695,17.85
6399,Cardiovascular Disease,95758,17.45
6400,Cardiovascular Disease,95765,27.44
6401,Cardiovascular Disease,958,62.26
6402,Cardiovascular Disease,95816,13.32
6403,Cardiovascular Disease,95817,52.68
6404,Cardiovascular Disease,95817.0,73.86
6405,Cardiovascular Disease,95819,18.39
6406,Cardiovascular Disease,95819.0,15.0
6407,Cardiovascular Disease,95823,13.75
6408,Cardiovascular Disease,95823.0,15.24
6409,Cardiovascular Disease,95825,18.76
6410,Cardiovascular Disease,95825.0,64.93
6411,Cardiovascular Disease,95827,14.06
6412,Cardiovascular Disease,95828,8.28
6413,Cardiovascular Disease,95831,45.31
6414,Cardiovascular Disease,95841,57.73
6415,Cardiovascular Disease,95842,12.19
6416,Cardiovascular Disease,95864,16.84
6417,Cardiovascular Disease,959,15.475
6418,Cardiovascular Disease,95901,14.0
6419,Cardiovascular Disease,95926,17.495
6420,Cardiovascular Disease,95926.0,18.65
6421,Cardiovascular Disease,95932.0,79.55
6422,Cardiovascular Disease,95945,12.95
6423,Cardiovascular Disease,95946,17.28
6424,Cardiovascular Disease,95966,24.1
6425,Cardiovascular Disease,95969,13.77
6426,Cardiovascular Disease,95969.0,16.72
6427,Cardiovascular Disease,95991,17.68
6428,Cardiovascular Disease,95991.0,16.88
6429,Cardiovascular Disease,960,21.295
6430,Cardiovascular Disease,96001,16.8
6431,Cardiovascular Disease,96001.0,14.96
6432,Cardiovascular Disease,96049,16.88
6433,Cardiovascular Disease,96073,16.24
6434,Cardiovascular Disease,96080,10.8
6435,Cardiovascular Disease,96093,13.86
6436,Cardiovascular Disease,961,24.82
6437,Cardiovascular Disease,96122,20.9
6438,Cardiovascular Disease,96130,110.87
6439,Cardiovascular Disease,96150,109.17
6440,Cardiovascular Disease,96161,13.09
6441,Cardiovascular Disease,966,100.0
6442,Cardiovascular Disease,96701,19.55
6443,Cardiovascular Disease,96701.0,143.49
6444,Cardiovascular Disease,96720,15.69
6445,Cardiovascular Disease,96732,16.885
6446,Cardiovascular Disease,96734,17.19
6447,Cardiovascular Disease,96740,86.25
6448,Cardiovascular Disease,96743,23.01
6449,Cardiovascular Disease,96766,10.68
6450,Cardiovascular Disease,96793,19.13
6451,Cardiovascular Disease,96793.0,83.33
6452,Cardiovascular Disease,96797,18.61
6453,Cardiovascular Disease,96807,10.46
6454,Cardiovascular Disease,96813,24.41
6455,Cardiovascular Disease,96813.0,82.305
6456,Cardiovascular Disease,96814,13.99
6457,Cardiovascular Disease,96816,12.81
6458,Cardiovascular Disease,96816.0,90.75
6459,Cardiovascular Disease,96817,17.655
6460,Cardiovascular Disease,96818,19.67
6461,Cardiovascular Disease,96819,30.095
6462,Cardiovascular Disease,96821,11.33
6463,Cardiovascular Disease,96822,17.02
6464,Cardiovascular Disease,96824,22.57
6465,Cardiovascular Disease,96826,139.56
6466,Cardiovascular Disease,96859,14.93
6467,Cardiovascular Disease,969,20.66
6468,Cardiovascular Disease,96913,18.66
6469,Cardiovascular Disease,970,14.92
6470,Cardiovascular Disease,97006,12.67
6471,Cardiovascular Disease,97015,35.74
6472,Cardiovascular Disease,97030,16.75
6473,Cardiovascular Disease,97031,77.62
6474,Cardiovascular Disease,97034,11.07
6475,Cardiovascular Disease,97058,14.94
6476,Cardiovascular Disease,97062,15.2
6477,Cardiovascular Disease,97103,13.975
6478,Cardiovascular Disease,97123,16.47
6479,Cardiovascular Disease,97124,21.24
6480,Cardiovascular Disease,97128,16.77
6481,Cardiovascular Disease,97132,12.12
6482,Cardiovascular Disease,97201,150.0
6483,Cardiovascular Disease,97207,15.08
6484,Cardiovascular Disease,97209,12.67
6485,Cardiovascular Disease,97210,16.425
6486,Cardiovascular Disease,97210.0,12.23
6487,Cardiovascular Disease,97213,12.03
6488,Cardiovascular Disease,97214,11.48
6489,Cardiovascular Disease,97216,19.87
6490,Cardiovascular Disease,97220,123.2
6491,Cardiovascular Disease,97225,20.41
6492,Cardiovascular Disease,97227,17.955
6493,Cardiovascular Disease,97229,53.405
6494,Cardiovascular Disease,97239,61.545
6495,Cardiovascular Disease,97301,12.88
6496,Cardiovascular Disease,97301.0,16.54
6497,Cardiovascular Disease,97302,14.27
6498,Cardiovascular Disease,97302.0,10.9
6499,Cardiovascular Disease,97330,13.79
6500,Cardiovascular Disease,97401,28.06
6501,Cardiovascular Disease,97402,15.59
6502,Cardiovascular Disease,97405,23.27
6503,Cardiovascular Disease,97420,12.005
6504,Cardiovascular Disease,97458,15.1
6505,Cardiovascular Disease,97470,24.7
6506,Cardiovascular Disease,97471,13.36
6507,Cardiovascular Disease,97471.0,13.75
6508,Cardiovascular Disease,97477,12.51
6509,Cardiovascular Disease,97479,19.91
6510,Cardiovascular Disease,97504,17.96
6511,Cardiovascular Disease,97504.0,14.99
6512,Cardiovascular Disease,97527,14.055
6513,Cardiovascular Disease,97601,17.85
6514,Cardiovascular Disease,97601.0,27.05
6515,Cardiovascular Disease,97701,19.32
6516,Cardiovascular Disease,979,3.2
6517,Cardiovascular Disease,98001,15.45
6518,Cardiovascular Disease,98003,13.285
6519,Cardiovascular Disease,98004,19.08
6520,Cardiovascular Disease,98005,22.61
6521,Cardiovascular Disease,98026,7.51
6522,Cardiovascular Disease,98027,11.54
6523,Cardiovascular Disease,98033,11200.0
6524,Cardiovascular Disease,98034,21.96
6525,Cardiovascular Disease,98052,500.0
6526,Cardiovascular Disease,98055,21.67
6527,Cardiovascular Disease,98065,25.02
6528,Cardiovascular Disease,98101,20.77
6529,Cardiovascular Disease,98104,17.04
6530,Cardiovascular Disease,98110,15.93
6531,Cardiovascular Disease,98121,12.255
6532,Cardiovascular Disease,98122,36.28
6533,Cardiovascular Disease,98122.0,1321.87
6534,Cardiovascular Disease,98124,11.1
6535,Cardiovascular Disease,98133,100.02
6536,Cardiovascular Disease,98145,12.21
6537,Cardiovascular Disease,98166,15.0
6538,Cardiovascular Disease,98195,79.28
6539,Cardiovascular Disease,982,18.0
6540,Cardiovascular Disease,98201,15.02
6541,Cardiovascular Disease,98208,18.65
6542,Cardiovascular Disease,98225,114.735
6543,Cardiovascular Disease,98225.0,61.2
6544,Cardiovascular Disease,98274,49.03
6545,Cardiovascular Disease,98274.0,61.2
6546,Cardiovascular Disease,98281,20.6
6547,Cardiovascular Disease,983,15.43
6548,Cardiovascular Disease,98310,13.98
6549,Cardiovascular Disease,98310.0,14.41
6550,Cardiovascular Disease,98335,20.5
6551,Cardiovascular Disease,98335.0,16.64
6552,Cardiovascular Disease,98372,18.56
6553,Cardiovascular Disease,98383,14.4
6554,Cardiovascular Disease,984,11.9
6555,Cardiovascular Disease,98405,19.89
6556,Cardiovascular Disease,98405.0,16.64
6557,Cardiovascular Disease,98421,21.05
6558,Cardiovascular Disease,98431,102.18
6559,Cardiovascular Disease,98466,1265.685
6560,Cardiovascular Disease,98502,44.31
6561,Cardiovascular Disease,98502.0,12.41
6562,Cardiovascular Disease,98506,18.66
6563,Cardiovascular Disease,98506.0,11.04
6564,Cardiovascular Disease,98520,17.685
6565,Cardiovascular Disease,98632,16.535
6566,Cardiovascular Disease,98664,14.28
6567,Cardiovascular Disease,98686,10.9
6568,Cardiovascular Disease,988.0,257.81
6569,Cardiovascular Disease,98801,21.935
6570,Cardiovascular Disease,98807,19.0
6571,Cardiovascular Disease,98901,12.225
6572,Cardiovascular Disease,98902,18.72
6573,Cardiovascular Disease,98908,16.54
6574,Cardiovascular Disease,99019,12.135
6575,Cardiovascular Disease,99204,15.415
6576,Cardiovascular Disease,99204.0,28.5
6577,Cardiovascular Disease,99208,17.745
6578,Cardiovascular Disease,99216,90.69
6579,Cardiovascular Disease,99218,11.81
6580,Cardiovascular Disease,99301,69.755
6581,Cardiovascular Disease,99336.0,28.12
6582,Cardiovascular Disease,99352,26.72
6583,Cardiovascular Disease,99354,16.24
6584,Cardiovascular Disease,99362,19.32
6585,Cardiovascular Disease,99507,13.0
6586,Cardiovascular Disease,99508,16.58
6587,Cardiovascular Disease,99508.0,27.94
6588,Cardiovascular Disease,99577,11.215
6589,Cardiovascular Disease,99645,99.0
6590,Cardiovascular Disease,99701,19.48
6591,Cardiovascular Disease,99701.0,43.965
6592,Cardiovascular Disease,99709,18.0
6593,Cardiovascular Disease,99999,35.73
6594,Cardiovascular Disease,nan,600.0
6595,Internal Medicine,00001,13.04
6596,Internal Medicine,00003,17.23
6597,Internal Medicine,00004,73.3
6598,Internal Medicine,00007,108.25
6599,Internal Medicine,00008,77.0
6600,Internal Medicine,00009,24.2
6601,Internal Medicine,00033,15.19
6602,Internal Medicine,00601,16.015
6603,Internal Medicine,00602,22.625
6604,Internal Medicine,00603,23.92
6605,Internal Medicine,00604,26.705
6606,Internal Medicine,00605,17.46
6607,Internal Medicine,00610,24.54
6608,Internal Medicine,00612,22.59
6609,Internal Medicine,00614,10.735
6610,Internal Medicine,00617,76.565
6611,Internal Medicine,00622,88.68
6612,Internal Medicine,00623,48.84
6613,Internal Medicine,00624,88.99
6614,Internal Medicine,00627,59.72
6615,Internal Medicine,00628,60.955
6616,Internal Medicine,00637,59.245
6617,Internal Medicine,00638,81.21
6618,Internal Medicine,00641,24.98
6619,Internal Medicine,00646,21.76
6620,Internal Medicine,00647,100.0
6621,Internal Medicine,00653,78.215
6622,Internal Medicine,00656,43.0
6623,Internal Medicine,00659,75.87
6624,Internal Medicine,00660,16.45
6625,Internal Medicine,00662,70.895
6626,Internal Medicine,00664,30.0
6627,Internal Medicine,00667,14.69
6628,Internal Medicine,00669,74.74
6629,Internal Medicine,00670,45.88
6630,Internal Medicine,00674,19.735
6631,Internal Medicine,00676,66.8
6632,Internal Medicine,00677,13.8
6633,Internal Medicine,00678,11.99
6634,Internal Medicine,00680,22.25
6635,Internal Medicine,00681,18.015
6636,Internal Medicine,00682,18.82
6637,Internal Medicine,00683,19.57
6638,Internal Medicine,00685,59.445
6639,Internal Medicine,00692,15.95
6640,Internal Medicine,00693,17.48
6641,Internal Medicine,00694,18.46
6642,Internal Medicine,00698,51.215
6643,Internal Medicine,00703,27.29
6644,Internal Medicine,00705,90.035
6645,Internal Medicine,00707,14.05
6646,Internal Medicine,00714,16.03
6647,Internal Medicine,00715,24.545
6648,Internal Medicine,00716,21.855
6649,Internal Medicine,00717,23.54
6650,Internal Medicine,00718,38.01
6651,Internal Medicine,00719,59.37
6652,Internal Medicine,00720,92.585
6653,Internal Medicine,00723,17.56
6654,Internal Medicine,00725,38.01
6655,Internal Medicine,00726,30.63
6656,Internal Medicine,00727,21.71
6657,Internal Medicine,00728,62.47
6658,Internal Medicine,00729,14.12
6659,Internal Medicine,00730,16.975
6660,Internal Medicine,00731,14.88
6661,Internal Medicine,00732,38.7
6662,Internal Medicine,00733,16.12
6663,Internal Medicine,00735,30.405
6664,Internal Medicine,00736,19.26
6665,Internal Medicine,00737,35.79
6666,Internal Medicine,00738,31.655
6667,Internal Medicine,00739,22.15
6668,Internal Medicine,00740,91.59
6669,Internal Medicine,00745,19.72
6670,Internal Medicine,00751,21.2
6671,Internal Medicine,00754,17.65
6672,Internal Medicine,00757,20.525
6673,Internal Medicine,00765,67.43
6674,Internal Medicine,00766,30.0
6675,Internal Medicine,00767,22.46
6676,Internal Medicine,00769,31.475
6677,Internal Medicine,00771,81.305
6678,Internal Medicine,00773,25.68
6679,Internal Medicine,00777,17.55
6680,Internal Medicine,00778,19.935
6681,Internal Medicine,00780,15.19
6682,Internal Medicine,00783,20.24
6683,Internal Medicine,00784,22.16
6684,Internal Medicine,00785,15.25
6685,Internal Medicine,00791,24.935
6686,Internal Medicine,00792,92.695
6687,Internal Medicine,00794,92.31
6688,Internal Medicine,00795,55.62
6689,Internal Medicine,00901,24.88
6690,Internal Medicine,00902,15.23
6691,Internal Medicine,00907,24.22
6692,Internal Medicine,00908,22.26
6693,Internal Medicine,00909,24.805
6694,Internal Medicine,00910,24.785
6695,Internal Medicine,00911,19.815
6696,Internal Medicine,00912,23.56
6697,Internal Medicine,00913,16.31
6698,Internal Medicine,00915,101.34
6699,Internal Medicine,00916,20.0
6700,Internal Medicine,00917,20.0
6701,Internal Medicine,00918,20.285
6702,Internal Medicine,00919,39.37
6703,Internal Medicine,00920,83.43
6704,Internal Medicine,00921,18.935
6705,Internal Medicine,00922,21.945
6706,Internal Medicine,00923,24.88
6707,Internal Medicine,00924,23.505
6708,Internal Medicine,00925,34.81
6709,Internal Medicine,00926,22.99
6710,Internal Medicine,00927,23.18
6711,Internal Medicine,00928,18.14
6712,Internal Medicine,00929,24.865
6713,Internal Medicine,00931,10.7
6714,Internal Medicine,00933,56.525
6715,Internal Medicine,00935,16.21
6716,Internal Medicine,00936,18.665
6717,Internal Medicine,00949,22.125
6718,Internal Medicine,00953,27.5
6719,Internal Medicine,00954,47.52
6720,Internal Medicine,00956,20.22
6721,Internal Medicine,00957,67.43
6722,Internal Medicine,00958,53.04
6723,Internal Medicine,00959,26.55
6724,Internal Medicine,00960,22.755
6725,Internal Medicine,00961,21.83
6726,Internal Medicine,00963,18.23
6727,Internal Medicine,00966,24.08
6728,Internal Medicine,00968,20.54
6729,Internal Medicine,00969,21.76
6730,Internal Medicine,00970,20.99
6731,Internal Medicine,00971,19.4
6732,Internal Medicine,00976,88.24
6733,Internal Medicine,00979,25.41
6734,Internal Medicine,00982,18.0
6735,Internal Medicine,00983,22.21
6736,Internal Medicine,00984,21.33
6737,Internal Medicine,00985,26.96
6738,Internal Medicine,00987,16.71
6739,Internal Medicine,00988,16.58
6740,Internal Medicine,01001,13.99
6741,Internal Medicine,01002,13.53
6742,Internal Medicine,01003,16.21
6743,Internal Medicine,01007,14.34
6744,Internal Medicine,01020,14.36
6745,Internal Medicine,01028,14.0
6746,Internal Medicine,01035,10.03
6747,Internal Medicine,01040,13.41
6748,Internal Medicine,01053,17.52
6749,Internal Medicine,01056,14.67
6750,Internal Medicine,01057,11.76
6751,Internal Medicine,01060,17.88
6752,Internal Medicine,01061,16.1
6753,Internal Medicine,01062,16.125
6754,Internal Medicine,01069,57.265
6755,Internal Medicine,01075,34.16
6756,Internal Medicine,01077,14.52
6757,Internal Medicine,01082,13.24
6758,Internal Medicine,01085,15.92
6759,Internal Medicine,01086,51.855
6760,Internal Medicine,01089,17.11
6761,Internal Medicine,01095,24.05
6762,Internal Medicine,01096,16.47
6763,Internal Medicine,01102,83.1
6764,Internal Medicine,01103,14.11
6765,Internal Medicine,01104,14.6
6766,Internal Medicine,01106,15.205
6767,Internal Medicine,01107,12.865
6768,Internal Medicine,01108,13.82
6769,Internal Medicine,01109,17.08
6770,Internal Medicine,01118,17.79
6771,Internal Medicine,01151,15.29
6772,Internal Medicine,01199,38.82
6773,Internal Medicine,01201,13.235
6774,Internal Medicine,01202,22.01
6775,Internal Medicine,01226,12.67
6776,Internal Medicine,01230,22.0
6777,Internal Medicine,01238,12.41
6778,Internal Medicine,01240,12.17
6779,Internal Medicine,01247,18.13
6780,Internal Medicine,01267,10.09
6781,Internal Medicine,01301,20.0
6782,Internal Medicine,01331,18.53
6783,Internal Medicine,01364,15.83
6784,Internal Medicine,01373,9.915
6785,Internal Medicine,01376,11.645
6786,Internal Medicine,01420,50.0
6787,Internal Medicine,01431,12.465
6788,Internal Medicine,01432,16.555
6789,Internal Medicine,01440,17.135
6790,Internal Medicine,01450,15.12
6791,Internal Medicine,01453,15.4
6792,Internal Medicine,01468,18.92
6793,Internal Medicine,01469,11.06
6794,Internal Medicine,01501,13.46
6795,Internal Medicine,01505,16.12
6796,Internal Medicine,01507,14.0
6797,Internal Medicine,01510,25.1
6798,Internal Medicine,01519,16.43
6799,Internal Medicine,01520,16.68
6800,Internal Medicine,01523,12.75
6801,Internal Medicine,01532,14.34
6802,Internal Medicine,01536,10.29
6803,Internal Medicine,01545,20.0
6804,Internal Medicine,01550,46.645
6805,Internal Medicine,01562,102.255
6806,Internal Medicine,01569,20.32
6807,Internal Medicine,01570,15.09
6808,Internal Medicine,01581,7.33
6809,Internal Medicine,01590,149.5
6810,Internal Medicine,01604,13.33
6811,Internal Medicine,01605,14.43
6812,Internal Medicine,01606,11.43
6813,Internal Medicine,01608,16.47
6814,Internal Medicine,01609,12.58
6815,Internal Medicine,01613,23.79
6816,Internal Medicine,01615,232.0
6817,Internal Medicine,01655,16.5
6818,Internal Medicine,01701,22.06
6819,Internal Medicine,01702,16.405
6820,Internal Medicine,01720,13.825
6821,Internal Medicine,01721,141.1
6822,Internal Medicine,01730,17.58
6823,Internal Medicine,01731,15.25
6824,Internal Medicine,01742,9.315
6825,Internal Medicine,01746,14.58
6826,Internal Medicine,01748,11.67
6827,Internal Medicine,01749,17.015
6828,Internal Medicine,01752,15.94
6829,Internal Medicine,01756,13.805
6830,Internal Medicine,01757,15.76
6831,Internal Medicine,01760,14.885
6832,Internal Medicine,01772,19.05
6833,Internal Medicine,01776,12.725
6834,Internal Medicine,01778,11.76
6835,Internal Medicine,01801,13.74
6836,Internal Medicine,01803,13.94
6837,Internal Medicine,01805,18.37
6838,Internal Medicine,01810,7.61
6839,Internal Medicine,01821,21.99
6840,Internal Medicine,01824,22.3
6841,Internal Medicine,01826,15.13
6842,Internal Medicine,01830,14.18
6843,Internal Medicine,01841,15.53
6844,Internal Medicine,01843,12.515
6845,Internal Medicine,01844,11.94
6846,Internal Medicine,01845,12.39
6847,Internal Medicine,01852,14.0
6848,Internal Medicine,01854,16.23
6849,Internal Medicine,01862,11.76
6850,Internal Medicine,01863,17.795
6851,Internal Medicine,01864,14.58
6852,Internal Medicine,01867,13.16
6853,Internal Medicine,01876,15.73
6854,Internal Medicine,01880,17.82
6855,Internal Medicine,01886,60.215
6856,Internal Medicine,01887,15.88
6857,Internal Medicine,01890,16.87
6858,Internal Medicine,01901,30.0
6859,Internal Medicine,01904,17.34
6860,Internal Medicine,01905,15.38
6861,Internal Medicine,01906,15.82
6862,Internal Medicine,01907,13.255
6863,Internal Medicine,01913,14.07
6864,Internal Medicine,01915,57.5
6865,Internal Medicine,01923,18.82
6866,Internal Medicine,01930,16.69
6867,Internal Medicine,01940,10099.02
6868,Internal Medicine,01945,2784.34
6869,Internal Medicine,01950,15.18
6870,Internal Medicine,01952,14.83
6871,Internal Medicine,01960,14.65
6872,Internal Medicine,01970,14.365
6873,Internal Medicine,01985,7.23
6874,Internal Medicine,02019,15.38
6875,Internal Medicine,02021,10.65
6876,Internal Medicine,02026,18.09
6877,Internal Medicine,02030,13625.0
6878,Internal Medicine,02035,16.96
6879,Internal Medicine,02038,17.14
6880,Internal Medicine,02043,6.23
6881,Internal Medicine,02048,15.39
6882,Internal Medicine,02050,171.35
6883,Internal Medicine,02052,58.155
6884,Internal Medicine,02053,16.24
6885,Internal Medicine,02061,17.43
6886,Internal Medicine,02062,15.45
6887,Internal Medicine,02066,15.37
6888,Internal Medicine,02067,16.325
6889,Internal Medicine,02072,16.105
6890,Internal Medicine,02078,17.96
6891,Internal Medicine,02081,13.04
6892,Internal Medicine,02093,34.805
6893,Internal Medicine,02108,55.0
6894,Internal Medicine,02109,58.65
6895,Internal Medicine,02111,28.2
6896,Internal Medicine,02113,17.72
6897,Internal Medicine,02114,76.6
6898,Internal Medicine,02115,85.17
6899,Internal Medicine,02116,23.2
6900,Internal Medicine,02118,30.925
6901,Internal Medicine,02120,17.635
6902,Internal Medicine,02124,15.04
6903,Internal Medicine,02125,14.485
6904,Internal Medicine,02126,14.62
6905,Internal Medicine,02127,56.035
6906,Internal Medicine,02128,46.92
6907,Internal Medicine,02129,67.465
6908,Internal Medicine,02130,15.23
6909,Internal Medicine,02131,16.25
6910,Internal Medicine,02132,16.905
6911,Internal Medicine,02135,19.165
6912,Internal Medicine,02136,15.21
6913,Internal Medicine,02138,20.0
6914,Internal Medicine,02139,26.125
6915,Internal Medicine,02140,7000.0
6916,Internal Medicine,02141,44.47
6917,Internal Medicine,02142,1225.0
6918,Internal Medicine,02143,182.49
6919,Internal Medicine,02144,17.87
6920,Internal Medicine,02145,7.345
6921,Internal Medicine,02148,20.285
6922,Internal Medicine,02149,11.45
6923,Internal Medicine,02150,15.42
6924,Internal Medicine,02151,74.69
